percent_population_reached,time,area,id,cur_lon,cur_lat
0.9819195478350177,7200,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,6900,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,6600,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,6300,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,6000,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,5700,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,5400,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,5100,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,4800,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,4500,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,4200,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,3900,602686758.212764,116,4.272788500697709,51.926279999210756
0.9819195478350177,3600,602656936.564631,116,4.272788500697709,51.926279999210756
0.9819195478350177,3300,601497995.647931,116,4.272788500697709,51.926279999210756
0.9819108348684624,3000,594487338.180941,116,4.272788500697709,51.926279999210756
0.9913060428840996,2700,574591913.342392,116,4.272788500697709,51.926279999210756
0.9581154320999928,2400,533577715.042316,116,4.272788500697709,51.926279999210756
0.8186376371842542,2100,456117348.516463,116,4.272788500697709,51.926279999210756
0.5470499948084827,1800,338552011.150333,116,4.272788500697709,51.926279999210756
0.2507392624798258,1500,229133869.647362,116,4.272788500697709,51.926279999210756
0.08674613333642807,1200,131191883.27714,116,4.272788500697709,51.926279999210756
0.030633372144508102,900,53602780.2714554,116,4.272788500697709,51.926279999210756
0.006215257629096932,600,7357169.35925784,116,4.272788500697709,51.926279999210756
3.2252989999433443e-4,300,104191.336214382,116,4.272788500697709,51.926279999210756
0.9936240062846181,7200,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,6900,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,6600,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,6300,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,6000,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,5700,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,5400,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,5100,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,4800,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,4500,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,4200,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,3900,602111550.102379,117,4.27778850069771,51.926279999210756
0.9936240062846181,3600,601476100.06411,117,4.27778850069771,51.926279999210756
0.9936240062846181,3300,599102244.304258,117,4.27778850069771,51.926279999210756
0.9818013184246653,3000,585572116.437466,117,4.27778850069771,51.926279999210756
0.9726996983357126,2700,558190578.500511,117,4.27778850069771,51.926279999210756
0.9086731183463256,2400,501041654.712083,117,4.27778850069771,51.926279999210756
0.7163755292510117,2100,405140245.421845,117,4.27778850069771,51.926279999210756
0.381493075608234,1800,285229803.411259,117,4.27778850069771,51.926279999210756
0.1516865459352496,1500,180758117.636215,117,4.27778850069771,51.926279999210756
0.05404461178430356,1200,91855872.0084676,117,4.27778850069771,51.926279999210756
0.01805730677563816,900,26660405.7634993,117,4.27778850069771,51.926279999210756
0.001740301449086389,600,2888508.72931078,117,4.27778850069771,51.926279999210756
0,300,457.486912083249,117,4.27778850069771,51.926279999210756
0.9822225477922554,7200,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,6900,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,6600,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,6300,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,6000,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,5700,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,5400,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,5100,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,4800,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,4500,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,4200,602262103.093449,118,4.28278850069771,51.926279999210756
0.9822225477922554,3900,602262103.093449,118,4.28278850069771,51.926279999210756
