percent_population_reached,time,area,id,cur_lon,cur_lat
0.0030227476109499895,7200,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,6900,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,6600,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,6300,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,6000,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,5700,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,5400,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,5100,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,4800,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,4500,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,4200,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,3900,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,3600,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,3300,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,3000,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,2700,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,2400,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,2100,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,1800,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,1500,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0030227476109499895,1200,1856267.49276933,104,16.30394750067307,48.12360049916744
0.0028192821983153535,900,1642759.61054383,104,16.30394750067307,48.12360049916744
4.446650271001587e-4,600,468028.648685282,104,16.30394750067307,48.12360049916744
1.1568524756784702e-5,300,3961.694980438,104,16.30394750067307,48.12360049916744
0.19195843544360794,7200,31339750.6558902,105,16.308947500673067,48.12360049916744
0.19195843544360794,6900,31339750.6558902,105,16.308947500673067,48.12360049916744
0.19195843544360794,6600,31339750.6558902,105,16.308947500673067,48.12360049916744
0.19195843544360794,6300,31339750.6558902,105,16.308947500673067,48.12360049916744
0.19195843544360794,6000,31339750.6558902,105,16.308947500673067,48.12360049916744
0.19195843544360794,5700,31339750.6558902,105,16.308947500673067,48.12360049916744
0.19195843544360794,5400,31339750.6558902,105,16.308947500673067,48.12360049916744
0.19195843544360794,5100,31339750.6558902,105,16.308947500673067,48.12360049916744
0.18935083646568732,4800,30984306.952681,105,16.308947500673067,48.12360049916744
0.18646131592271345,4500,30172120.249655,105,16.308947500673067,48.12360049916744
0.18246527218091227,4200,29313742.6765919,105,16.308947500673067,48.12360049916744
0.17680399296940505,3900,28218105.3150256,105,16.308947500673067,48.12360049916744
0.16338888787284625,3600,25759530.6679884,105,16.308947500673067,48.12360049916744
0.14058571432513017,3300,21903943.8717144,105,16.308947500673067,48.12360049916744
0.10992705083581977,3000,16869715.8508459,105,16.308947500673067,48.12360049916744
0.07840094575439213,2700,12410901.2833671,105,16.308947500673067,48.12360049916744
0.05146877578014772,2400,8763083.20560864,105,16.308947500673067,48.12360049916744
0.029763398882319707,2100,5683058.61406133,105,16.308947500673067,48.12360049916744
0.020233479715926577,1800,4328513.44547354,105,16.308947500673067,48.12360049916744
0.01116519433100635,1500,3017130.20131219,105,16.308947500673067,48.12360049916744
0.004238759260418414,1200,1955526.69813219,105,16.308947500673067,48.12360049916744
0.003704759790239492,900,1644456.61852912,105,16.308947500673067,48.12360049916744
0.001076555430450229,600,481718.488036033,105,16.308947500673067,48.12360049916744
7.040442944773894e-4,7200,2452673.09274244,124,16.403947500673066,48.12360049916744
7.040442944773894e-4,6900,2452673.09274244,124,16.403947500673066,48.12360049916744
7.040442944773894e-4,6600,2452673.09274244,124,16.403947500673066,48.12360049916744
7.040442944773894e-4,6300,2452673.09274244,124,16.403947500673066,48.12360049916744
7.040442944773894e-4,6000,2452673.09274244,124,16.403947500673066,48.12360049916744
7.040442944773894e-4,5700,2452673.09274244,124,16.403947500673066,48.12360049916744
7.040442944773894e-4,5400,2452673.09274244,124,16.403947500673066,48.12360049916744
7.040442944773894e-4,5100,2452673.09274244,124,16.403947500673066,48.12360049916744
