percent_population_reached,time,area,id,cur_lon,cur_lat
7.005264755283961e-5,7200,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,6900,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,6600,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,6300,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,6000,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,5700,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,5400,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,5100,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,4800,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,4500,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,4200,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,3900,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,3600,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,3300,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,3000,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,2700,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,2400,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,2100,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,1800,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,1500,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,1200,1030917.92369622,129,25.04639250010858,60.09995399917615
7.005264755283961e-5,900,955343.802212909,129,25.04639250010858,60.09995399917615
1.1496345940391714e-5,600,354393.200245664,129,25.04639250010858,60.09995399917615
8.114952374868005e-5,7200,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,6900,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,6600,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,6300,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,6000,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,5700,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,5400,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,5100,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,4800,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,4500,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,4200,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,3900,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,3600,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,3300,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,3000,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,2700,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,2400,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,2100,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,1800,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,1500,1221800.67722175,130,25.05139250010858,60.09995399917615
8.114952374868005e-5,1200,1221800.67722175,130,25.05139250010858,60.09995399917615
